0,0,70,-129
1,1,70,-130
-1,0,69,-131
0,0,68,-132
0,0,67,-133
0,0,66,-134
0,0,65,-135
1,1,65,-136
-1,0,64,-137
0,0,63,-138
0,0,62,-139
0,0,61,-140
0,0,60,-141
0,0,59,-142
0,0,58,-143
1,1,58,-144
-1,0,57,-145
0,0,56,-146
0,0,55,-147
0,0,54,-148
0,0,53,-149
0,0,52,-150
1,1,52,-151
-1,0,51,-152
0,0,50,-153
0,0,49,-154
0,0,48,-155
0,0,47,-156
0,0,46,-157
1,1,46,-158
-1,0,45,-159
0,0,44,-160
0,0,43,-161
0,0,42,-162
0,0,41,-163
0,0,40,-164
-1,-1,39,-164
1,0,38,-165
1,1,38,-166
0,1,38,-167
0,1,38,-168
0,1,38,-169
1,2,39,-170
-1,1,39,-171
1,2,40,-172
-1,1,40,-173
1,2,41,-174
0,2,42,-175
-1,1,42,-176
1,2,43,-177
-1,1,43,-178
1,2,44,-179
0,2,45,-180
-1,1,45,-181
1,2,46,-182
0,2,47,-183
-1,1,47,-184
1,2,48,-185
-1,1,48,-186
1,2,49,-187
0,2,50,-188
0,2,51,-189
0,2,52,-190
1,3,53,-190
-1,2,54,-191
0,2,55,-192
1,3,56,-192
-1,2,57,-193
0,2,58,-194
1,3,59,-194
-1,2,60,-195
0,2,61,-196
1,3,62,-196
-1,2,63,-197
0,2,64,-198
1,3,65,-198
-1,2,66,-199
0,2,67,-200
0,2,68,-201
1,3,69,-201
-1,2,70,-202
0,2,71,-203
1,3,72,-203
0,3,73,-203
-1,2,74,-204
-1,1,74,-205
0,1,74,-206
-3,-2,73,-205
1,-1,72,-205
0,-1,71,-205
0,-1,70,-205
1,0,69,-206
-1,-1,68,-206
0,-1,67,-206
0,-1,66,-206
0,-1,65,-206
0,-1,64,-206
0,-1,63,-206
0,-1,62,-206
0,-1,61,-206
0,-1,60,-206
0,-1,59,-206
0,-1,58,-206
0,-1,57,-206
0,-1,56,-206
0,-1,55,-206
1,0,54,-207
-1,-1,53,-207
0,-1,52,-207
0,-1,51,-207
0,-1,50,-207
0,-1,49,-207
0,-1,48,-207
0,-1,47,-207
0,-1,46,-207
0,-1,45,-207
0,-1,44,-207
0,-1,43,-207
0,-1,42,-207
0,-1,41,-207
0,-1,40,-207
1,0,39,-208
-1,-1,38,-208
0,-1,37,-208
0,-1,36,-208
0,-1,35,-208
0,-1,34,-208
0,-1,33,-208
0,-1,32,-208
0,-1,31,-208
0,-1,30,-208
0,-1,29,-208
1,0,28,-209
-2,-2,27,-208
2,0,26,-209
0,0,25,-210
2,2,26,-211
0,2,27,-212
0,2,28,-213
0,2,29,-214
0,2,30,-215
1,3,31,-215
-1,2,32,-216
1,3,33,-216
-1,2,34,-217
1,3,35,-217
0,3,36,-217
0,3,37,-217
1,4,38,-216
-1,3,39,-216
0,3,40,-216
0,3,41,-216
0,3,42,-216
0,3,43,-216
0,3,44,-216
0,3,45,-216
0,3,46,-216
0,3,47,-216
0,3,48,-216
0,3,49,-216
0,3,50,-216
1,4,51,-215
-1,3,52,-215
0,3,53,-215
0,3,54,-215
0,3,55,-215
0,3,56,-215
0,3,57,-215
0,3,58,-215
0,3,59,-215
0,3,60,-215
1,4,61,-214
-1,3,62,-214
0,3,63,-214
0,3,64,-214
0,3,65,-214
0,3,66,-214
0,3,67,-214
0,3,68,-214
0,3,69,-214
0,3,70,-214
0,3,71,-214
0,3,72,-214
1,4,73,-213
-1,3,74,-213
0,3,75,-213
0,3,76,-213
0,3,77,-213
0,3,78,-213
0,3,79,-213
0,3,80,-213
0,3,81,-213
0,3,82,-213
0,3,83,-213
0,3,84,-213
1,4,85,-212
-1,3,86,-212
0,3,87,-212
0,3,88,-212
1,4,89,-211
-1,3,90,-211
-1,2,91,-212
1,3,92,-212
0,3,93,-212
0,3,94,-212
0,3,95,-212
0,3,96,-212
0,3,97,-212
0,3,98,-212
0,3,99,-212
0,3,100,-212
0,3,101,-212
1,4,102,-211
-1,3,103,-211
0,3,104,-211
0,3,105,-211
0,3,106,-211
0,3,107,-211
0,3,108,-211
0,3,109,-211
1,4,110,-210
-1,3,111,-210
0,3,112,-210
0,3,113,-210
0,3,114,-210
0,3,115,-210
0,3,116,-210
0,3,117,-210
0,3,118,-210
1,4,119,-209
-1,3,120,-209
0,3,121,-209
0,3,122,-209
0,3,123,-209
0,3,124,-209
0,3,125,-209
0,3,126,-209
0,3,127,-209
0,3,128,-209
0,3,129,-209
0,3,130,-209
0,3,131,-209
0,3,132,-209
1,4,133,-208
-1,3,134,-208
0,3,135,-208
0,3,136,-208
0,3,137,-208
0,3,138,-208
0,3,139,-208
0,3,140,-208
