0,1.85335,0,0,0
-1,1.83794,-0.0154124,-0.0154124,0
1,1.80251,-0.0508381,-0.0508381,0
-2,1.80941,-0.0285331,-0.0439456,0
2,1.74366,-0.0588562,-0.109694,0
-3,1.76819,-0.0412139,-0.0851594,0
3,1.76021,0.0165511,-0.0931432,0
-4,1.76214,-0.00604832,-0.0757953,0
4,1.77018,0.00997591,-0.0323292,0
-5,1.76819,0.00604832,-0.0412139,0
5,1.74787,-0.0223144,0.00421262,0
-6,1.75778,-0.0104163,-0.0104163,0
6,1.74299,-0.00488234,-0.0172209,0
-7,1.76602,0.00824237,0.00387442,0
7,1.77429,0.0313022,0.00410545,0
-8,1.78947,0.0234474,0.0212735,0
8,1.77024,-0.00405252,0.0223674,0
-9,1.79059,0.00112605,0.0328158,0
9,1.76819,-0.00204504,0.0252047,0
-10,1.73677,-0.0538234,-0.0292499,0
10,1.77029,0.00210083,-0.00399673,0
-11,1.65795,-0.0788144,-0.131512,0
11,1.74867,-0.0216211,-0.0215653,0
-12,1.57549,-0.0824625,-0.2151,0
12,1.74674,-0.0019356,-0.0214559,0
-13,1.46214,-0.113356,-0.274633,1
13,1.78442,0.0376817,0.014125,0
-14,1.34927,-0.112868,-0.308686,1
14,1.81453,0.030112,0.0658581,0
-15,1.25169,-0.0975761,-0.3238,1
15,1.78947,-0.0250643,0.0427294,0
-16,1.12439,-0.127303,-0.337747,1
16,1.75548,-0.0339847,-0.028937,0
-17,1.01678,-0.107608,-0.332487,1
17,1.73508,-0.0204029,-0.0794519,0
-18,0.950547,-0.0662338,-0.301144,1
18,1.74971,0.0146357,-0.0397519,0
-19,0.923685,-0.0268617,-0.200703,0
19,1.76613,0.0164208,0.0106536,0
-20,0.911627,-0.0120581,-0.105154,0
20,1.77663,0.0104963,0.0415528,0
-21,0.912908,0.00128073,-0.0376391,0
21,1.81324,0.0366127,0.0635298,0
-22,0.913558,0.000650108,-0.0101273,0
22,1.79836,-0.0148795,0.0322295,0
-23,0.88919,-0.0243673,-0.0224365,0
23,1.76,-0.0383685,-0.0166352,0
-24,0.886067,-0.0031237,-0.0268409,0
24,1.75352,-0.00647748,-0.0597254,0
-25,0.874712,-0.0113546,-0.0388457,0
25,1.76198,0.00846291,-0.036383,0
-26,0.875605,0.000892758,-0.0135856,0
26,1.78225,0.0202664,0.0222518,0
-27,0.871047,-0.00455821,-0.0150201,0
27,1.76214,-0.0201037,0.00862563,0
-28,0.898318,0.0272711,0.0236056,0
28,1.74547,-0.016675,-0.0165123,0
-29,0.914878,0.0165602,0.0392731,0
29,1.75749,0.0120171,-0.0247616,0
-30,0.906022,-0.00885618,0.0349751,0
30,1.78262,0.0251383,0.0204804,0
-31,0.886067,-0.019955,-0.012251,0
31,1.80218,0.0195549,0.0567102,0
-32,0.891064,0.00499696,-0.0238143,0
32,1.79224,-0.00994349,0.0347496,0
-33,0.871479,-0.0195844,-0.0345425,0
33,1.78889,-0.00334239,0.00626898,0
-34,0.888657,0.0171772,0.00258976,0
34,1.82369,0.0347974,0.0215116,0
-35,0.891064,0.00240719,0,0
35,1.82598,0.00228834,0.0337434,0
-36,0.890537,-0.000527084,0.0190573,0
36,1.79917,-0.0268049,0.0102808,0
-37,0.886067,-0.00446987,-0.00258976,0
37,1.77885,-0.0203212,-0.0448378,0
-38,0.871916,-0.0141504,-0.0191474,0
38,1.76595,-0.0128977,-0.0600239,0
-39,0.842331,-0.0295849,-0.0482053,0
39,1.75548,-0.0104741,-0.0436931,0
-40,0.859337,0.0170058,-0.0267296,0
40,1.73939,-0.0160874,-0.0394592,0
-41,0.898898,0.0395607,0.0269815,0
41,1.74366,0.00426364,-0.0222979,0
-42,0.855634,-0.0432637,0.0133028,0
42,1.7976,0.0539383,0.0421145,0
-43,0.814946,-0.040688,-0.044391,0
43,1.8859,0.0883073,0.146509,0
-44,0.865228,0.0502819,-0.0336698,0
44,1.97433,0.0884289,0.230674,0
-45,0.945629,0.0804007,0.0899946,0
45,2.1317,0.157366,0.334102,1
-46,0.962471,0.0168425,0.147525,0
46,2.23647,0.104772,0.350567,1
-47,0.940703,-0.0217683,0.0754749,0
47,2.4381,0.201631,0.463769,1
-48,0.898771,-0.0419317,-0.0468575,0
48,2.58594,0.147836,0.454239,1
-49,0.893351,-0.00542003,-0.06912,0
49,2.78343,0.197498,0.546965,1
-50,0.886574,-0.00677687,-0.0541286,0
50,2.84349,0.0600519,0.405386,1
-51,0.882035,-0.00453937,-0.0167363,0
51,2.87997,0.0364838,0.294034,1
-52,0.89933,0.0172955,0.00597924,0
52,2.89296,0.0129898,0.109525,0
-53,0.898771,-0.000559211,0.0121969,0
53,2.92455,0.0315933,0.0810668,0
-54,0.893881,-0.00488979,0.0118465,0
54,2.9442,0.019644,0.0642271,0
-55,0.859887,-0.0339946,-0.0394436,0
55,2.90185,-0.0423477,0.00888968,0
-56,0.825578,-0.0343094,-0.0731937,0
56,2.89161,-0.0102355,-0.0329392,0
-57,0.855634,0.0300567,-0.0382473,0
57,2.91856,0.0269477,-0.0256355,0
-58,0.944053,0.0884192,0.0841665,0
58,2.95811,0.039551,0.0562632,0
-59,0.960913,0.0168599,0.135336,0
59,2.98774,0.0296254,0.0961242,0
-60,0.893881,-0.0670318,0.0382473,0
60,2.99188,0.00414515,0.0733216,0
-61,0.881547,-0.012334,-0.062506,0
61,2.97997,-0.0119119,0.0218587,0
-62,0.876058,-0.00548935,-0.0848552,0
62,2.96079,-0.0191784,-0.0269451,0
-63,0.874712,-0.00134593,-0.0191693,0
63,2.92753,-0.0332611,-0.0643513,0
-64,0.889498,0.0147859,0.00795066,0
64,2.90185,-0.0256824,-0.0781219,0
-65,0.901042,0.0115434,0.0249834,0
65,2.96692,0.0650709,0.00612736,0
-66,0.899484,-0.00155759,0.0247717,0
66,3.00111,0.0341897,0.0735781,0
-67,0.888128,-0.0113559,-0.00137007,0
67,2.99416,-0.00695467,0.0923059,0
-68,0.911627,0.023499,0.0105855,0
68,2.96749,-0.0266616,0.000573397,0
-69,0.890015,-0.0216122,-0.00946909,0
69,2.96036,-0.00713658,-0.0407529,0
-70,0.854938,-0.0350773,-0.0331905,0
70,2.95262,-0.00773931,-0.0415375,0
-71,0.871047,0.0161092,-0.0405803,0
71,2.9462,-0.0064168,-0.0212927,0
-72,0.89434,0.0232934,0.00432533,0
72,2.9192,-0.0269988,-0.0411549,0
-73,0.892134,-0.00220633,0.0371963,0
73,2.90474,-0.0144584,-0.047874,0
-74,0.896055,0.00392157,0.0250087,0
74,2.92712,0.022377,-0.0190802,0
-75,0.881065,-0.0149906,-0.0132753,0
75,2.9681,0.040976,0.0488946,0
-76,0.901623,0.0205584,0.00948942,0
76,2.9732,0.0051055,0.0684586,0
-77,0.899484,-0.00213933,0.00342852,0
77,2.97086,-0.00234509,0.0437365,0
-78,0.89378,-0.00570387,0.0127152,0
78,2.96692,-0.00393701,-0.0011766,0
-79,0.886574,-0.00720567,-0.0150489,0
79,2.95179,-0.0151334,-0.0214155,0
-80,0.896055,0.00948101,-0.00342852,0
80,2.9346,-0.0171866,-0.036257,0
-81,0.912264,0.0162087,0.0184841,0
81,2.96523,0.0306261,-0.00169396,0
-82,0.900076,-0.0121881,0.0135016,0
82,2.97956,0.0143378,0.0277772,0
-83,0.879361,-0.0207146,-0.0166939,0
83,2.97181,-0.0077498,0.037214,0
-84,0.877445,-0.00191641,-0.0348191,0
84,2.97021,-0.00160098,0.004987,0
-85,0.906022,0.0285768,0.0059458,0
85,2.98448,0.0142689,0.0049181,0
-86,0.885564,-0.0204575,0.00620288,0
86,2.98499,0.000508547,0.0131764,0
-87,0.857438,-0.0281261,-0.0200068,0
