0,0,191,-90
0,0,191,-89
0,0,191,-88
0,0,191,-87
0,0,191,-86
0,0,191,-85
0,0,191,-84
0,0,191,-83
0,0,191,-82
0,0,191,-81
0,0,191,-80
0,0,191,-79
0,0,191,-78
0,0,191,-77
0,0,191,-76
0,0,191,-75
0,0,191,-74
0,0,191,-73
0,0,191,-72
0,0,191,-71
1,1,190,-70
0,1,189,-69
0,1,188,-68
0,1,187,-67
0,1,186,-66
0,1,185,-65
-1,0,185,-64
1,1,184,-63
0,1,183,-62
0,1,182,-61
0,1,181,-60
0,1,180,-59
0,1,179,-58
0,1,178,-57
0,1,177,-56
0,1,176,-55
0,1,175,-54
0,1,174,-53
0,1,173,-52
0,1,172,-51
-1,0,172,-50
1,1,171,-49
0,1,170,-48
1,2,169,-48
-1,1,168,-47
0,1,167,-46
0,1,166,-45
1,2,165,-45
0,2,164,-45
0,2,163,-45
0,2,162,-45
0,2,161,-45
0,2,160,-45
1,3,159,-46
-1,2,158,-46
0,2,157,-46
1,3,156,-47
-1,2,155,-47
0,2,154,-47
0,2,153,-47
1,3,152,-48
-1,2,151,-48
0,2,150,-48
0,2,149,-48
1,3,148,-49
-1,2,147,-49
0,2,146,-49
0,2,145,-49
0,2,144,-49
1,3,143,-50
-1,2,142,-50
0,2,141,-50
1,3,140,-51
-1,2,139,-51
0,2,138,-51
0,2,137,-51
1,3,136,-52
-1,2,135,-52
0,2,134,-52
1,3,133,-53
-1,2,132,-53
0,2,131,-53
0,2,130,-53
1,3,129,-54
-1,2,128,-54
0,2,127,-54
0,2,126,-54
1,3,125,-55
-1,2,124,-55
0,2,123,-55
0,2,122,-55
1,3,121,-56
-1,2,120,-56
0,2,119,-56
1,3,118,-57
-1,2,117,-57
0,2,116,-57
0,2,115,-57
1,3,114,-58
-1,2,113,-58
0,2,112,-58
1,3,111,-59
-1,2,110,-59
1,3,109,-60
1,4,109,-61
0,4,109,-62
0,4,109,-63
0,4,109,-64
0,4,109,-65
0,4,109,-66
0,4,109,-67
1,5,110,-68
-1,4,110,-69
0,4,110,-70
0,4,110,-71
0,4,110,-72
0,4,110,-73
0,4,110,-74
1,5,111,-75
-1,4,111,-76
0,4,111,-77
0,4,111,-78
0,4,111,-79
0,4,111,-80
1,5,112,-81
-1,4,112,-82
0,4,112,-83
0,4,112,-84
0,4,112,-85
0,4,112,-86
0,4,112,-87
1,5,113,-88
-1,4,113,-89
0,4,113,-90
0,4,113,-91
0,4,113,-92
1,5,114,-93
-1,4,114,-94
0,4,114,-95
0,4,114,-96
0,4,114,-97
0,4,114,-98
0,4,114,-99
1,5,115,-100
-1,4,115,-101
0,4,115,-102
0,4,115,-103
0,4,115,-104
0,4,115,-105
1,5,116,-106
-1,4,116,-107
0,4,116,-108
0,4,116,-109
0,4,116,-110
0,4,116,-111
1,5,117,-112
-1,4,117,-113
0,4,117,-114
0,4,117,-115
0,4,117,-116
0,4,117,-117
1,5,118,-118
-1,4,118,-119
0,4,118,-120
0,4,118,-121
0,4,118,-122
0,4,118,-123
0,4,118,-124
1,5,119,-125
-1,4,119,-126
0,4,119,-127
0,4,119,-128
0,4,119,-129
0,4,119,-130
1,5,120,-131
-1,4,120,-132
0,4,120,-133
0,4,120,-134
0,4,120,-135
0,4,120,-136
1,5,121,-137
-1,4,121,-138
0,4,121,-139
0,4,121,-140
0,4,121,-141
0,4,121,-142
1,5,122,-143
-1,4,122,-144
0,4,122,-145
0,4,122,-146
0,4,122,-147
0,4,122,-148
1,5,123,-149
-1,4,123,-150
0,4,123,-151
0,4,123,-152
1,5,124,-153
-1,4,124,-154
0,4,124,-155
1,5,125,-156
-1,4,125,-157
1,5,126,-158
-1,4,126,-159
0,4,126,-160
1,5,127,-161
-1,4,127,-162
1,5,128,-163
-1,4,128,-164
1,5,129,-165
-1,4,129,-166
0,4,129,-167
1,5,130,-168
-1,4,130,-169
0,4,130,-170
1,5,131,-171
-1,4,131,-172
1,5,132,-173
-1,4,132,-174
1,5,133,-175
-1,4,133,-176
0,4,133,-177
1,5,134,-178
-1,4,134,-179
1,5,135,-180
-1,4,135,-181
1,5,136,-182
-1,4,136,-183
2,6,137,-183
-2,4,137,-184
2,6,138,-184
0,6,139,-184
0,6,140,-184
1,7,141,-183
-1,6,142,-183
0,6,143,-183
1,7,144,-182
-1,6,145,-182
0,6,146,-182
0,6,147,-182
1,7,148,-181
-1,6,149,-181
0,6,150,-181
1,7,151,-180
-1,6,152,-180
0,6,153,-180
1,7,154,-179
-1,6,155,-179
0,6,156,-179
0,6,157,-179
1,7,158,-178
-1,6,159,-178
0,6,160,-178
1,7,161,-177
-1,6,162,-177
0,6,163,-177
1,7,164,-176
-1,6,165,-176
0,6,166,-176
1,7,167,-175
-1,6,168,-175
0,6,169,-175
0,6,170,-175
1,7,171,-174
-1,6,172,-174
0,6,173,-174
1,7,174,-173
-1,6,175,-173
0,6,176,-173
1,7,177,-172
-1,6,178,-172
0,6,179,-172
0,6,180,-172
1,7,181,-171
-1,6,182,-171
1,7,183,-170
-1,6,184,-170
1,7,185,-169
1,8,185,-168
0,8,185,-167
0,8,185,-166
0,8,185,-165
0,8,185,-164
0,8,185,-163
0,8,185,-162
0,8,185,-161
0,8,185,-160
-1,7,186,-159
1,8,186,-158
0,8,186,-157
0,8,186,-156
0,8,186,-155
0,8,186,-154
0,8,186,-153
0,8,186,-152
0,8,186,-151
0,8,186,-150
0,8,186,-149
0,8,186,-148
0,8,186,-147
0,8,186,-146
0,8,186,-145
-1,7,187,-144
1,8,187,-143
0,8,187,-142
0,8,187,-141
0,8,187,-140
0,8,187,-139
0,8,187,-138
0,8,187,-137
0,8,187,-136
0,8,187,-135
0,8,187,-134
0,8,187,-133
0,8,187,-132
0,8,187,-131
-1,7,188,-130
1,8,188,-129
